Timestamp;co2;humidity;light;soilHumidity;soilTemperature;temperature
2022-02-11 17:39:55;448.5744680851064;27;9.191489361702128;28.727883538633826;23;26
2022-02-11 18:00:05;444.1111111111111;27;9;28.477192982456135;23;26
2022-02-11 18:20:15;441.45238095238096;27;9;28.614035087719316;23;26
2022-02-11 18:40:25;448.92857142857144;27;9;28.065162907268178;23;26
2022-02-11 19:00:35;451.8333333333333;27;9;28.766081871345033;23;26
2022-02-11 19:40:55;418.7692307692308;24.923076923076923;8.307692307692308;45.473684210526315;21.23076923076923;24
2022-02-11 20:01:05;455.3061224489796;27;9;29.205155746509117;23;25.163265306122447
2022-02-11 20:21:15;457.8909090909091;27.363636363636363;9;28.859330143540653;23;25
2022-02-11 20:41:25;463;27.964285714285715;9;29.03759398496239;23;25
2022-02-11 21:01:35;461.1272727272727;28;9;29.44114832535883;23;25
2022-02-11 21:21:45;458.22641509433964;28;9;29.201588877855006;23;25
2022-02-11 21:41:55;456.64;28;9;29.570526315789483;23;25
2022-02-11 22:02:05;446.84444444444443;28;9;29.155555555555544;23;25
2022-02-11 22:22:15;443.14285714285717;28;9;29.488721804511297;23;24.285714285714285
2022-02-11 22:42:25;442;28;9;29.244851258581214;23;24
2022-02-11 23:02:35;438;28;9;29.32894736842105;23;24
2022-02-11 23:22:45;436.5;28;9;28.842105263157894;23;24
2022-02-11 23:42:55;433.22222222222223;28;9;29.017543859649106;23;24
2022-02-12 00:03:05;434.6363636363636;28;9;28.923444976076578;23;24
2022-02-12 00:23:15;429.5483870967742;28;9;28.930390492359948;23;24
2022-02-12 00:43:25;430.8333333333333;28;9;29.09473684210527;23;24
2022-02-12 01:03:35;430.5;28;9;28.914473684210527;23;24
2022-02-12 01:23:45;424.7073170731707;28;9;28.356867779204116;23;24.24390243902439
2022-02-12 01:43:55;419.22222222222223;28;9;28.017543859649106;23;25
2022-02-12 02:04:05;422.7567567567568;28;9;28.24751066856329;23;25
2022-02-12 02:24:15;415.42857142857144;28;9;27.992481203007532;23;25
2022-02-12 02:44:25;414.22222222222223;28;9;28.78018575851394;23;25
2022-02-12 03:24:45;414.5;28;9;27.94736842105263;23;25
2022-02-12 03:44:55;413.36;28;9;27.305263157894746;23;25
2022-02-12 04:05:05;410;28;9;27.541052631578932;23;25
2022-02-12 04:25:15;411.625;28;9;28.144736842105264;23;25
2022-02-12 04:45:25;412.1666666666667;28;9;27.546279491833047;23;25
2022-02-12 05:05:35;413.2142857142857;27.964285714285715;9;27.81578947368421;23;25
2022-02-12 05:25:45;412.3333333333333;28;9;27.777777777777757;23;25
2022-02-12 05:45:55;412.44444444444446;27.555555555555557;9;27.204678362573087;23;25
2022-02-12 06:06:05;409.3333333333333;27.476190476190474;9;27.067669172932348;23;25
2022-02-12 06:26:15;401.56;27;9;27.33052631578946;23;25
2022-02-12 06:46:25;400.4;27;9;26.795789473684202;23;25.72
2022-02-12 07:06:35;400.8888888888889;27;9;26.865497076023388;23;26
2022-02-12 07:26:45;405.2;27;9;27.242105263157914;23;26
2022-02-12 07:46:55;408.7931034482759;27;9;26.898496240601496;23;26
2022-02-12 08:07:05;406.3529411764706;27;9;27.54798761609905;23;25.941176470588236
2022-02-12 08:27:15;409.4736842105263;27;9;27.556786703601095;23;25
2022-02-12 08:47:25;401.5;27.333333333333332;9;27.403508771929843;23;25
2022-02-12 09:07:35;398.88235294117646;27.941176470588236;9;27.6780185758514;23;25
2022-02-12 09:27:45;397.4;28;9;27.63157894736842;23;25
2022-02-12 09:47:55;395.3809523809524;28;9;27.588972431077693;23;25
2022-02-12 10:08:05;396.6190476190476;28;9;27.3483709273183;23;24.61904761904762
2022-02-12 10:28:15;392.375;28;9;27.901315789473685;23;24
2022-02-12 10:48:25;392.42857142857144;28;9;27.60902255639097;23;24
2022-02-12 11:08:35;387;28;9;28.63157894736842;23;24
2022-02-12 11:28:45;385.8;28;9.571428571428571;27.816541353383446;23;24
2022-02-12 11:48:55;386.94117647058823;28;10;27.442724458204314;23;24
2022-02-12 12:09:05;385.4583333333333;28;10;28.04385964912279;23;24
2022-02-12 12:29:15;384.5;28;10;28.081871345029242;23;24
2022-02-12 12:49:25;380.85714285714283;28;10;28.796992481202995;23;24
2022-02-12 13:09:35;386.3529411764706;28;10;28.79876160990711;23;24
2022-02-12 13:29:45;391;28;10;27.36842105263158;23;24
2022-02-12 13:49:55;387.78125;27.8125;10;28.207236842105264;23;24
2022-02-12 14:10:05;388.85185185185185;27.74074074074074;10;28.007797270955148;23;23.85185185185185
2022-02-12 14:30:15;392.73333333333335;27.866666666666667;10;27.670175438596505;23;23
2022-02-12 14:50:25;391.8888888888889;27.444444444444443;10;27.602339181286546;23;23
2022-02-12 15:10:35;385.85714285714283;27.142857142857142;10;27.41353383458648;23;23
2022-02-12 15:30:45;384.6666666666667;27.1;10;28.136842105263177;23;23
2022-02-12 15:50:55;381.2413793103448;27.137931034482758;10;27.651542649727784;23;23
2022-02-12 16:11:05;387.90909090909093;27;10;28.52312599681021;23;23
2022-02-12 16:31:15;379.45454545454544;27;10;28.23923444976079;23;23
2022-02-12 16:51:25;376.4736842105263;27.210526315789473;10;27.983379501385045;23;23
2022-02-12 17:11:35;373.24;27.08;10;27.734736842105264;23;23
2022-02-12 17:31:45;373.625;27.125;9.0625;27.86842105263158;23;23
2022-02-12 17:51:55;371.4782608695652;27.416666666666668;9;27.986842105263158;23;23
2022-02-12 18:12:05;374.2413793103448;27.551724137931036;9;28.083484573502716;23;23
2022-02-12 18:32:15;372.8888888888889;27.555555555555557;9;28.18713450292398;23;23
2022-02-12 18:52:25;378;28;9;26.736842105263158;23;23
